License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
2183299,FARM WINERY,302,FW,Albany,2,SCHENECTADY,HELDERBERG MEADWORKS LLC,,990 W DUANE LAKE RD,,DUANESBURG,NY,12056,913710,4/10/2012,4/1/2019,3/31/2022,42.74608541,-74.11592039,"(42.74608541, -74.11592039)"
2213201,MICRO BREWER,101,MI,Albany,2,SCHENECTADY,MILL LANE BREWING COMPANY LLC,FROG ALLEY BREWING COMPANY,10 MILL LN,,SCHENECTADY,NY,12305,908460,11/7/2018,11/7/2018,10/31/2019,42.81457,-73.94643,"(42.81457, -73.94643)"
2199470,MICRO BREWER,101,MI,Albany,2,SCHENECTADY,WOLF HOLLOW BREWING COMPANY LLC,,6882 AMSTERDAM RD,,WEST GLENVILLE,NY,12302,902936,6/24/2015,9/1/2018,8/31/2019,42.89247,-74.06753,"(42.89247, -74.06753)"
2167419,MICRO BREWER,101,MI,Albany,2,SCHENECTADY,VAN DYCK LLC,MAD JACK BREWING COMPANY,235 237 UNION ST,,SCHENECTADY,NY,12305,913064,2/23/2011,2/1/2019,1/31/2020,0,0,"(0.0, 0.0)"
2210394,MICRO BREWER,101,MI,Albany,2,SCHENECTADY,DRUTHERS BREWING COMPANY IV LLC,,221 HARBORSIDE DR,SUITE 102,SCHENECTADY,NY,12305,918217,6/19/2018,6/1/2019,5/31/2020,0,0,"(0.0, 0.0)"
2193808,FARM BREWER,106,FD,Albany,2,SCHOHARIE,GREEN WOLF BREWING COMPANY LLC,,315 MAIN ST,,MIDDLEBURGH,NY,12122,918027,6/10/2014,6/1/2019,5/31/2020,42.59833225,-74.33476052,"(42.59833225, -74.33476052)"
2208430,FARM BREWER,106,FD,Albany,2,SCHOHARIE,SERIOUS BREWING CO LLC,SERIOUS BREWING CO,116 CAVERNS RD,,HOWES CAVE,NY,12092,999999,1/9/2018,1/9/2018,12/31/2020,42.68352,-74.39456,"(42.68352, -74.39456)"
2197317,"FARM DISTILLER ""D""",207,DD,Albany,2,SCHOHARIE,KYMAR FARM WINERY AND DISTILLERY LLC,"KYMAR FARM DISTILLERY, KYMAR FARM WINERY",102 BINDERY LN,,CHARLOTTEVILLE,NY,12036,881428,10/2/2014,10/1/2016,9/30/2019,42.54632,-74.66544,"(42.54632, -74.66544)"
2211374,"FARM DISTILLER ""D""",207,DD,Albany,2,SCHOHARIE,REVOLUTIONARY SPIRITS LLC,,132 THE LONG ROAD,,JEFFERSON,NY,12093,999999,5/15/2018,5/15/2018,4/30/2021,0,0,"(0.0, 0.0)"
2198688,"FARM DISTILLER ""D""",207,DD,Albany,2,SCHOHARIE,BARBERS FARM DISTILLERY LLC,,3609 STATE RTE 30,,MIDDLEBURGH,NY,12122,891028,3/24/2015,5/17/2017,2/29/2020,42.58089,-74.39213,"(42.58089, -74.39213)"
2211375,FARM WINERY,302,FW,Albany,2,SCHOHARIE,REVOLUTIONARY SPIRITS LLC,,132 THE LONG ROAD,,JEFFERSON,NY,12093,9999999,5/15/2018,5/15/2018,4/30/2021,0,0,"(0.0, 0.0)"
2209116,FARM WINERY,302,FW,Albany,2,SCHOHARIE,MIDDLEBURGH WINERY LLC,MIDDLEBURGH WINERY,2636 STATE HWY 145,,MIDDLEBURGH,NY,12122,898069,3/20/2018,3/20/2018,2/28/2021,42.61721,-74.34663,"(42.61721, -74.34663)"
2197318,FARM WINERY,302,FW,Albany,2,SCHOHARIE,KYMAR FARM WINERY AND DISTILLERY LLC,KYMAR FARM WINERY,102 BINDERY LN,,CHARLOTTEVILLE,NY,12036,914333,9/30/2014,4/1/2019,3/31/2022,42.54632,-74.66544,"(42.54632, -74.66544)"
2201723,FARM WINERY,302,FW,Albany,2,SCHOHARIE,RIPPLE STONE CIDERY LLC,TORY KICKER,316 KNISKERN RD,,MIDDLEBURGH,NY,12122,920139,8/9/2016,8/1/2019,7/31/2022,42.4756,-74.41577,"(42.4756, -74.41577)"
2208431,MICRO BREWER,101,MI,Albany,2,SCHOHARIE,SERIOUS BREWING CO LLC,SERIOUS BREWING CO,116 CAVERNS RD,,HOWES CAVE,NY,12092,999999,1/9/2018,1/9/2018,11/30/2020,42.68352,-74.39456,"(42.68352, -74.39456)"
3161364,"DISTILLER ""A-1""",206,DA,Buffalo,3,SCHUYLER,FINGER LAKES DISTILLING LLC,,4676 NYS ROUTE 414,,BURDETT,NY,14818,99999,10/11/2018,10/11/2018,11/30/2019,42.4602,-76.8636,"(42.4602, -76.8636)"
3160881,FARM BREWER,106,FD,Buffalo,3,SCHUYLER,PANTOMIME MIXTURES LLC,,3839 BALL DIAMOND RD,,HECTOR,NY,14841,999999,10/29/2018,10/29/2018,9/30/2021,42.51357,-76.85665,"(42.51357, -76.85665)"
3153086,FARM BREWER,106,FD,Buffalo,3,SCHUYLER,301 FRANKLIN STREET CAFE INC,NICKEL'S PIT BBQ,205 207 N FRANKLIN ST,,WATKINS GLEN,NY,14891,913517,3/4/2013,3/1/2019,2/29/2020,0,0,"(0.0, 0.0)"
3155963,FARM BREWER,106,FD,Buffalo,3,SCHUYLER,LUCKY HARE BREWING COMPANY INC,,6085 BECKHORN RD,,HECTOR,NY,14841,999999,7/14/2015,7/1/2019,6/30/2022,42.52835,-76.87496,"(42.52835, -76.87496)"
3140397,"FARM DISTILLER ""D""",207,DD,Buffalo,3,SCHUYLER,FINGER LAKES DISTILLING LLC,,4676 NYS ROUTE 414,,BURDETT,NY,14818,884589,12/16/2008,12/1/2016,11/30/2019,0,0,"(0.0, 0.0)"
3160611,"FARM DISTILLER ""D""",207,DD,Buffalo,3,SCHUYLER,DAMIANI WINE CELLARS LLC,DAMIANI WINE CELLARS,5281 PEACH ORCHARD RD,,HECTOR,NY,14841,999999,5/24/2018,6/1/2022,5/31/2022,42.49543,-76.88049,"(42.49543, -76.88049)"
3149622,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,LITTLE HOUSE FOOD AND BEVERAGE LLC,,4115 NEWTOWN ROAD,,BURDETT,NY,14818,914282,4/8/2011,4/1/2019,3/31/2022,,,
3012516,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,DIANE G BUGLION-MANNION,RASTA RANCH VINEYARDS,5882 ROUTE 414,,HECTOR,NY,14841,913917,,4/1/2019,3/31/2022,42.51864,-76.87346098,"(42.51864, -76.87346098)"
3012520,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,LEIDENFROST VINEYARDS LLC,,5677 ROUTE 414,,HECTOR,NY,14841,911481,5/10/2005,2/1/2019,1/31/2022,42.5084052,-76.87651456,"(42.5084052, -76.87651456)"
3012522,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,RED NEWT CELLARS INC,RED NEWT CELLARS,3675 TICHENOR RD,,HECTOR,NY,14841,883688,9/24/1999,9/1/2016,8/31/2019,42.50088782,-76.86811298,"(42.50088782, -76.86811298)"
3012528,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,LAKEWOOD VINEYARDS INC,LAKEWOOD VINEYARDS,4024 STATE ROUTE 14,,WATKINS GLEN,NY,14891,912732,4/10/1989,4/1/2019,3/31/2022,42.86542759,-77.2208879,"(42.86542759, -77.2208879)"
3104128,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,ATWATER ESTATE VINEYARDS LLC,,5055 RTE 414,,BURDETT,NY,14818,918348,,7/1/2019,6/30/2022,42.47915893,-76.8693807,"(42.47915893, -76.8693807)"
3113589,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,JOHN RICHARD TAMBURELLO,GLENHAVEN FARM,6121 SIRRINE ROAD,,TRUMANSBURG,NY,14886,915252,7/23/2002,7/1/2019,6/30/2022,42.50525101,-76.70923988,"(42.50525101, -76.70923988)"
3121646,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,SILVER SPRINGS WINERY LLC,SILVER SPRINGS WINERY,4408 ROUTE 414,,BURDETT,NY,14818,914468,6/14/2004,6/1/2019,5/31/2022,42.44693097,-76.86385095,"(42.44693097, -76.86385095)"
3125954,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,DAMIANI WINE CELLARS LLC,DAMIANI WINE CELLARS,5281 PEACH ORCHARD RD,,HECTOR,NY,14841,999999,6/7/2005,6/1/2019,5/31/2022,42.49550126,-76.88101981,"(42.49550126, -76.88101981)"
3102317,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,BLOOMER CREEK INC,BLOOMER CREEK VINEYARD,5301 SR 414,,HECTOR,NY,14841,913311,3/27/2000,3/1/2019,2/28/2022,42.49044898,-76.86989832,"(42.49044898, -76.86989832)"
3115537,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,BREAK NECK CREEK VINEYARDS LLC,CATHARINE VALLEY,4201 STATE ROUTE 414,T/O HECTOR,BURDETT,NY,14818,914423,5/29/2003,5/1/2019,4/30/2022,42.43639683,-76.8632498,"(42.43639683, -76.8632498)"
3149387,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,SAWMILL CREEK ESTATE LLC,"HECTOR WINE COMPANY, THE",5610 NYS ROUTE 414,,HECTOR,NY,14841,911179,1/13/2011,1/1/2019,12/31/2021,42.50393615,-76.87496829,"(42.50393615, -76.87496829)"
3149141,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,RYAN WILLIAM VINEYARD AND WINERY LLC,RYAN WILLIAM VINEYARD,5247 STATE ROUTE 414,,HECTOR,NY,14841,912573,2/9/2011,2/1/2019,1/31/2022,42.48776544,-76.87020304,"(42.48776544, -76.87020304)"
3153320,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,S BRONSTEIN ESTATES LLC,BARNSTORMER WINERY,4184 RTE 14,,ROCK STREAM,NY,14878,914418,6/20/2013,6/1/2019,5/31/2022,42.43467294,-76.90726842,"(42.43467294, -76.90726842)"
3153745,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,FLWC VINEYARDS INC,CHATEAU LAFAYETTE RENEAU,5081 ROUTE 414,,HECTOR,NY,14841,885504,11/4/2013,11/1/2016,10/31/2019,42.48132432,-76.86978658,"(42.48132432, -76.86978658)"
3153539,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,CASTEL GRISCH MANAGEMENT LLC,CASTEL GRISCH,3380 COUNTY RTE 28,,WATKINS GLEN,NY,14891,919409,8/30/2013,8/1/2019,7/31/2022,42.39728287,-76.90541121,"(42.39728287, -76.90541121)"
3156199,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,FLATT ROCK WINE CELLARS LLC,FLATT ROCK,5835 SPIRAWK RD,,HECTOR,NY,14841,914607,6/20/2016,6/1/2019,5/31/2022,0,0,"(0.0, 0.0)"
3155651,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,FORGE CELLARS LLC,,5610 STATE RTE 414,,HECTOR,NY,14841,895693,1/27/2015,1/1/2018,12/31/2020,42.50527,-76.87571,"(42.50527, -76.87571)"
3157785,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,OSMOTE WINE LLC,,5281 PEACH ORCHARD RD,,HECTOR,NY,14841,848514,9/30/2016,9/30/2016,8/31/2019,42.49543,-76.88049,"(42.49543, -76.88049)"
3160098,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,VALKYRIE CRAFTED LIBATIONS INC,,4732 RTE 414,1ST FL,BURDETT,NY,14818,915541,4/2/2019,4/2/2019,3/31/2022,42.46233,-76.86494,"(42.46233, -76.86494)"
3160115,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,NINE FOUR WINES LLC,NINE-FOUR WINES,5281 PEACH ORCHARD RD,,HECTOR,NY,14841,849065,2/2/2018,2/2/2018,1/31/2021,42.49543,-76.88049,"(42.49543, -76.88049)"
3161365,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,FINGER LAKES DISTILLING LLC,,4676 NYS ROUTE 414,,BURDETT,NY,14818,99999,10/11/2018,10/11/2018,11/30/2019,42.4602,-76.8636,"(42.4602, -76.8636)"
3162161,FARM WINERY,302,FW,Buffalo,3,SCHUYLER,PETER GLENN OUGHTERSON,HIGHLAND CELLARS,1556 ALTAY ROAD,,ROCK STREAM,NY,14878,915768,6/7/2019,6/7/2019,5/31/2022,0,0,"(0.0, 0.0)"
3160882,MICRO BREWER,101,MI,Buffalo,3,SCHUYLER,PANTOMIME MIXTURES LLC,,3839 BALL DIAMOND RD,,HECTOR,NY,14841,999999,10/29/2018,10/29/2018,9/30/2021,42.51357,-76.85665,"(42.51357, -76.85665)"
3158135,MICRO BREWER,101,MI,Buffalo,3,SCHUYLER,DONNA D LUCENT,POMPOUS ASS WINE COMPANY,4499 RTE 14,,ROCK STREAM,NY,14878,914615,5/30/2017,5/1/2019,4/30/2020,42.45084,-76.91037,"(42.45084, -76.91037)"
3146107,MICRO BREWER,101,MI,Buffalo,3,SCHUYLER,SENECA LODGE INC,SENECA LODGE CRAFT BREWING,WALNUT RD RD #2  T/O DIX,STATE RTE 329 & STATE RTE 419,WATKINS GLEN,NY,14891,911777,2/18/2010,2/1/2019,1/31/2020,0,0,"(0.0, 0.0)"
